neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Sheepshead Bay,40.6027,-73.9486,Entire home/apt,2,101,3.53,1,211,179
Queens,Jamaica,40.67555,-73.77812,Entire home/apt,2,0,0.0,2,71,125
Brooklyn,Williamsburg,40.70532,-73.93868,Private room,5,0,0.0,1,88,100
Queens,Sunnyside,40.74299,-73.92441,Entire home/apt,2,2,0.32,1,358,155
Manhattan,Hell's Kitchen,40.766420000000004,-73.98326,Entire home/apt,30,0,0.0,121,364,239
Brooklyn,Greenpoint,40.734390000000005,-73.95839000000001,Private room,5,8,0.79,2,179,120
Manhattan,Midtown,40.753409999999995,-73.97116,Entire home/apt,7,0,0.0,1,0,200
Brooklyn,South Slope,40.666579999999996,-73.98116999999999,Entire home/apt,3,1,0.03,1,3,200
Manhattan,Chelsea,40.74326,-74.00004,Entire home/apt,2,98,1.88,2,33,199
Queens,Long Island City,40.75982,-73.93138,Private room,2,10,0.52,1,0,65
Brooklyn,Prospect Heights,40.67673,-73.96399,Private room,14,79,1.09,1,336,90
Manhattan,Chelsea,40.7444,-73.9994,Entire home/apt,2,252,4.91,1,256,221
Manhattan,Financial District,40.706720000000004,-74.00661,Entire home/apt,120,0,0.0,232,286,259
Brooklyn,Borough Park,40.63392,-74.00505,Private room,1,0,0.0,6,180,69
Brooklyn,Bedford-Stuyvesant,40.69127,-73.93856,Entire home/apt,1,13,3.86,1,13,100
Brooklyn,Crown Heights,40.67686,-73.93032,Private room,1,106,5.58,2,102,85
Manhattan,Civic Center,40.71389,-74.00484,Entire home/apt,3,35,2.96,1,255,199
Manhattan,Harlem,40.80737,-73.95055,Private room,30,4,0.59,3,340,70
Queens,Ozone Park,40.67807,-73.8486,Private room,1,6,0.61,4,335,65
Manhattan,Hell's Kitchen,40.76364,-73.99465,Entire home/apt,30,12,0.18,7,365,80
Brooklyn,Canarsie,40.64005,-73.90916,Private room,1,29,1.13,2,35,42
Manhattan,Upper West Side,40.78373,-73.97182,Entire home/apt,3,4,4.0,1,304,339
Manhattan,Washington Heights,40.844440000000006,-73.9399,Private room,2,32,0.72,1,170,95
Manhattan,Upper West Side,40.77472,-73.98640999999999,Entire home/apt,3,33,0.91,2,0,110
Brooklyn,Carroll Gardens,40.68188,-73.99438,Entire home/apt,4,49,2.31,2,3,135
Brooklyn,Gowanus,40.67674,-73.99642,Private room,2,204,6.19,1,41,110
Brooklyn,Vinegar Hill,40.70344,-73.9839,Entire home/apt,3,0,0.0,1,51,350
Manhattan,Harlem,40.80713,-73.9542,Private room,2,46,1.17,2,0,75
Manhattan,Upper East Side,40.78305,-73.94532,Entire home/apt,30,0,0.0,5,324,99
Manhattan,Chelsea,40.74945,-73.99511,Entire home/apt,31,4,1.45,1,165,99
Manhattan,Inwood,40.8647,-73.92353,Private room,30,0,0.0,37,1,29
Brooklyn,Greenpoint,40.72732,-73.94076,Entire home/apt,30,6,0.08,52,277,129
Manhattan,Upper East Side,40.770590000000006,-73.95685999999999,Entire home/apt,1,0,0.0,1,0,150
Manhattan,Upper East Side,40.77349,-73.94994,Private room,1,117,4.2,4,155,129
Brooklyn,Bushwick,40.695440000000005,-73.93221,Entire home/apt,3,1,0.03,1,0,68
Brooklyn,Bedford-Stuyvesant,40.67745,-73.91474000000001,Private room,30,0,0.0,5,221,43
Manhattan,Upper East Side,40.77515,-73.95173,Entire home/apt,2,3,1.11,1,0,185
Manhattan,East Village,40.72997,-73.98496999999999,Entire home/apt,1,18,0.27,1,0,172
Queens,Corona,40.74725,-73.85486,Entire home/apt,3,10,0.66,1,281,359
Brooklyn,Greenpoint,40.72614,-73.94813,Entire home/apt,3,3,0.06,1,110,126
Manhattan,Tribeca,40.71976,-74.00571,Entire home/apt,2,124,1.7,1,131,285
Brooklyn,Bedford-Stuyvesant,40.682829999999996,-73.94375,Private room,1,0,0.0,1,0,100
Queens,Sunnyside,40.7467,-73.92076,Private room,1,34,2.49,5,262,80
Manhattan,Greenwich Village,40.72817,-73.9958,Private room,3,7,0.38,3,63,125
Bronx,Woodlawn,40.882529999999996,-73.86950999999999,Private room,1,6,0.19,1,87,68
Staten Island,Arrochar,40.59347,-74.06914,Entire home/apt,1,52,2.0,3,219,122
Manhattan,Hell's Kitchen,40.75472,-73.99713,Private room,1,17,2.37,30,334,199
Manhattan,Midtown,40.75589,-73.96753000000001,Entire home/apt,30,7,0.21,91,310,133
Brooklyn,Crown Heights,40.67295,-73.95883,Private room,1,2,0.22,1,0,40
Brooklyn,Bushwick,40.70187,-73.92389,Private room,1,1,1.0,2,11,50
Manhattan,East Harlem,40.79461,-73.94111,Private room,1,8,0.63,2,208,90
Brooklyn,Greenpoint,40.72098,-73.94639000000001,Private room,1,0,0.0,1,0,158
Queens,Astoria,40.75593,-73.92584000000001,Private room,2,8,0.31,1,0,63
Brooklyn,Crown Heights,40.67455,-73.93968000000001,Entire home/apt,4,56,1.23,1,343,80
Brooklyn,Bushwick,40.69705,-73.92585,Private room,1,0,0.0,1,1,45
Queens,Ditmars Steinway,40.77588,-73.90782,Entire home/apt,2,38,0.87,2,330,125
Queens,Ridgewood,40.70513,-73.90100000000001,Private room,1,0,0.0,1,180,149
Brooklyn,Crown Heights,40.67219,-73.95461,Private room,30,18,0.36,3,339,129
Manhattan,Midtown,40.764790000000005,-73.98307,Private room,1,0,0.0,6,299,100
Manhattan,Midtown,40.7421,-73.98319000000001,Entire home/apt,4,59,1.56,1,37,240
Manhattan,Lower East Side,40.71772,-73.98881999999999,Entire home/apt,3,104,2.79,1,205,329
Brooklyn,Bedford-Stuyvesant,40.68829,-73.93184000000001,Shared room,1,99,6.31,1,67,30
Brooklyn,Greenpoint,40.731359999999995,-73.95447,Shared room,1,0,0.0,33,180,119
Brooklyn,Williamsburg,40.7069,-73.95498,Private room,5,2,0.08,1,0,45
Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,5,76,1.22,3,258,25
Brooklyn,Williamsburg,40.70743,-73.96728,Entire home/apt,7,69,0.85,1,261,142
Bronx,Pelham Bay,40.844229999999996,-73.83601999999999,Private room,3,113,2.42,1,290,59
Manhattan,Financial District,40.70756,-74.01229000000001,Entire home/apt,2,3,3.0,327,302,210
Manhattan,Tribeca,40.71633,-74.00520999999999,Entire home/apt,30,0,0.0,232,321,426
Manhattan,Upper West Side,40.800309999999996,-73.95846999999999,Entire home/apt,2,6,0.16,1,0,380
Brooklyn,Park Slope,40.66803,-73.97869,Entire home/apt,4,6,0.56,1,16,169
Brooklyn,Bushwick,40.693659999999994,-73.92281,Entire home/apt,4,123,1.76,2,18,89
Brooklyn,Williamsburg,40.7107,-73.95785,Private room,2,13,1.79,3,335,105
Brooklyn,South Slope,40.66599,-73.9869,Entire home/apt,2,149,2.76,1,0,120
Manhattan,East Village,40.72636,-73.98454,Entire home/apt,2,51,4.77,1,6,180
Brooklyn,Williamsburg,40.711909999999996,-73.96376,Entire home/apt,3,103,1.92,2,0,180
Manhattan,Hell's Kitchen,40.768879999999996,-73.98639,Private room,2,1,0.11,3,316,134
Manhattan,Hell's Kitchen,40.771570000000004,-73.99309000000001,Private room,9,0,0.0,1,141,150
Manhattan,East Harlem,40.79052,-73.94364,Private room,1,33,1.28,3,313,70
Brooklyn,Williamsburg,40.71837,-73.94336,Entire home/apt,2,9,0.68,1,0,80
Brooklyn,Williamsburg,40.710809999999995,-73.96121,Private room,6,15,0.21,2,9,120
Manhattan,Hell's Kitchen,40.76093,-73.99014,Private room,5,8,0.21,1,0,100
Brooklyn,Williamsburg,40.71734,-73.95952,Private room,2,0,0.0,1,0,210
Brooklyn,Bedford-Stuyvesant,40.68652,-73.95031,Entire home/apt,2,60,1.0,1,156,120
Manhattan,Hell's Kitchen,40.75925,-73.99136,Private room,5,125,2.83,2,177,120
Brooklyn,Williamsburg,40.71105,-73.94563000000001,Private room,1,1,1.0,1,86,80
Brooklyn,Kensington,40.64196,-73.97088000000001,Shared room,1,0,0.0,2,27,65
Manhattan,Upper East Side,40.76249,-73.96217,Entire home/apt,30,6,0.14,34,295,155
Bronx,Concourse Village,40.82974,-73.92092,Entire home/apt,1,0,0.0,1,89,159
Manhattan,Hell's Kitchen,40.76662,-73.98864,Entire home/apt,35,0,0.0,1,58,200
Manhattan,East Harlem,40.80093,-73.94322,Shared room,1,19,5.64,7,90,45
Queens,Rosedale,40.65252,-73.73425,Private room,1,59,2.1,1,0,22
Brooklyn,Flatbush,40.64613,-73.95354,Private room,2,45,3.69,2,294,53
Manhattan,Murray Hill,40.74719,-73.97478000000001,Entire home/apt,1,2,0.32,1,0,150
Manhattan,Hell's Kitchen,40.76113,-73.99185,Private room,10,9,0.8,1,103,155
Manhattan,Midtown,40.76639,-73.98163000000001,Entire home/apt,30,0,0.0,12,343,225
Brooklyn,Williamsburg,40.711290000000005,-73.96555,Private room,2,0,0.0,5,211,90
Manhattan,Harlem,40.82035,-73.95529,Private room,1,75,1.31,2,361,99
Queens,Howard Beach,40.66144,-73.85762,Entire home/apt,1,1,1.0,2,346,250
Manhattan,Greenwich Village,40.72764,-74.00076,Entire home/apt,5,3,0.06,1,0,499
Brooklyn,Crown Heights,40.67731,-73.94615999999999,Entire home/apt,5,9,0.35,1,78,150
Manhattan,Harlem,40.79981,-73.95436,Entire home/apt,4,0,0.0,1,13,250
Brooklyn,Gowanus,40.66881,-73.99178,Entire home/apt,5,85,2.58,2,0,147
Brooklyn,Bedford-Stuyvesant,40.69295,-73.93685,Entire home/apt,1,8,1.36,9,134,139
Brooklyn,Bushwick,40.6999,-73.93947,Private room,1,5,0.52,2,88,100
Manhattan,Upper West Side,40.80109,-73.97093000000001,Entire home/apt,4,46,1.02,1,207,190
Brooklyn,Clinton Hill,40.69288,-73.96101,Private room,3,6,0.62,1,174,69
Manhattan,Harlem,40.81794,-73.94326,Private room,1,0,0.0,1,0,75
Manhattan,East Village,40.7269,-73.98368,Entire home/apt,4,2,2.0,1,16,128
Brooklyn,Bushwick,40.69804,-73.92815999999999,Private room,1,45,1.35,4,351,51
Manhattan,Murray Hill,40.74825,-73.98101,Entire home/apt,3,3,3.0,1,158,239
Brooklyn,Bedford-Stuyvesant,40.6901,-73.94524,Private room,2,0,0.0,1,0,60
Brooklyn,Bedford-Stuyvesant,40.68501,-73.95904,Entire home/apt,2,6,0.18,1,0,130
Brooklyn,Park Slope,40.67884,-73.97493,Entire home/apt,3,7,0.35,1,0,120
Manhattan,Harlem,40.823640000000005,-73.9533,Private room,3,0,0.0,1,0,60
Manhattan,Harlem,40.80731,-73.95155,Private room,2,2,0.15,1,1,49
Manhattan,Financial District,40.709590000000006,-74.00646,Entire home/apt,3,2,0.06,1,0,145
Manhattan,Upper West Side,40.79,-73.96851,Entire home/apt,2,5,0.34,1,2,148
Manhattan,Lower East Side,40.721070000000005,-73.9834,Private room,7,0,0.0,1,0,100
Queens,Flushing,40.75577,-73.83263000000001,Private room,2,42,1.23,1,355,60
Brooklyn,South Slope,40.66905,-73.9877,Entire home/apt,1,0,0.0,1,0,150
Brooklyn,Bushwick,40.700559999999996,-73.92161999999999,Entire home/apt,2,2,2.0,1,274,230
Manhattan,NoHo,40.72886,-73.99139,Entire home/apt,1,0,0.0,33,364,179
Queens,Astoria,40.764509999999994,-73.91181999999999,Private room,2,21,1.86,1,32,100
Queens,Jackson Heights,40.750690000000006,-73.89475999999999,Private room,2,26,0.78,1,307,60
Manhattan,Little Italy,40.71803,-73.99835,Private room,30,0,0.0,3,35,59
Brooklyn,Kensington,40.64125,-73.9763,Private room,2,7,2.63,1,37,70
Brooklyn,Flatbush,40.63649,-73.96508,Entire home/apt,2,172,3.1,1,264,165
Manhattan,East Village,40.72535,-73.98794000000001,Entire home/apt,2,21,2.58,1,70,229
Manhattan,Lower East Side,40.718920000000004,-73.98401,Entire home/apt,1,14,0.15,2,158,199
Brooklyn,Sunset Park,40.66127,-73.99154,Entire home/apt,7,0,0.0,1,11,200
Brooklyn,Bedford-Stuyvesant,40.69274,-73.93862,Private room,2,2,0.19,4,337,75
Queens,Ozone Park,40.67775,-73.8601,Entire home/apt,1,14,6.36,4,249,199
Manhattan,Hell's Kitchen,40.76184,-73.99334,Entire home/apt,2,43,0.51,1,0,217
Manhattan,Hell's Kitchen,40.76144,-73.99826999999999,Entire home/apt,30,0,0.0,3,0,421
Bronx,Williamsbridge,40.87579,-73.86532,Private room,3,1,0.09,1,365,33
Manhattan,Tribeca,40.716840000000005,-74.00544000000001,Entire home/apt,30,0,0.0,232,342,350
Manhattan,East Harlem,40.81393,-73.93632,Private room,1,4,1.11,1,2,35
Brooklyn,Boerum Hill,40.68282,-73.98111999999999,Entire home/apt,1,0,0.0,1,0,170
Manhattan,Upper East Side,40.77838,-73.94792,Private room,1,0,0.0,1,0,125
Brooklyn,Williamsburg,40.71321,-73.94099,Private room,1,0,0.0,2,0,60
Queens,Astoria,40.759609999999995,-73.91117,Private room,1,42,1.21,2,365,80
Manhattan,Midtown,40.76364,-73.97589,Entire home/apt,2,0,0.0,1,253,249
Brooklyn,Williamsburg,40.71301,-73.94846,Private room,3,1,0.14,1,180,500
Manhattan,East Harlem,40.78658,-73.94989,Entire home/apt,4,0,0.0,1,121,200
Manhattan,Harlem,40.82203,-73.95612,Private room,30,77,3.26,2,190,50
Manhattan,Financial District,40.707209999999996,-74.01226,Private room,2,6,1.27,327,332,258
Manhattan,Upper East Side,40.7806,-73.95178,Entire home/apt,21,9,0.28,1,0,155
Queens,Long Island City,40.75561,-73.93596,Private room,2,1,0.06,1,0,59
Queens,Rego Park,40.71952,-73.85839,Private room,1,14,2.22,1,286,55
Manhattan,Flatiron District,40.74334,-73.99204,Entire home/apt,1,0,0.0,1,0,400
Brooklyn,Bedford-Stuyvesant,40.67941,-73.908,Private room,2,8,0.67,1,0,56
Brooklyn,Williamsburg,40.71329,-73.9653,Entire home/apt,6,0,0.0,1,22,345
Brooklyn,Crown Heights,40.67371,-73.92743,Private room,1,5,0.55,1,65,75
Manhattan,Midtown,40.74645,-73.9853,Entire home/apt,4,4,0.09,1,0,239
Brooklyn,Bedford-Stuyvesant,40.68779,-73.92130999999999,Entire home/apt,1,0,0.0,1,116,125
Brooklyn,Bedford-Stuyvesant,40.68392,-73.93123,Entire home/apt,4,14,0.5,1,0,175
Brooklyn,Prospect Heights,40.680240000000005,-73.96658000000001,Private room,1,213,4.42,2,38,89
Queens,Long Island City,40.74812,-73.93875,Entire home/apt,1,1,1.0,1,334,180
Queens,Flushing,40.757940000000005,-73.83234,Entire home/apt,2,54,3.1,7,70,150
Manhattan,Chelsea,40.74543,-74.00055,Entire home/apt,4,1,0.03,1,0,300
Brooklyn,Williamsburg,40.7189,-73.95725,Entire home/apt,3,3,0.05,1,0,175
Brooklyn,Sheepshead Bay,40.587790000000005,-73.94703,Private room,1,0,0.0,1,0,70
Manhattan,East Village,40.72228,-73.98409000000001,Entire home/apt,4,5,0.13,1,0,194
Queens,Corona,40.73703,-73.85861,Private room,2,33,0.75,4,280,55
Brooklyn,Gravesend,40.58421,-73.97104,Private room,5,1,0.21,12,0,35
Manhattan,Washington Heights,40.85112,-73.93851,Entire home/apt,4,0,0.0,2,67,91
Brooklyn,Park Slope,40.66972,-73.97954,Entire home/apt,4,111,1.9,1,9,185
Brooklyn,Prospect Heights,40.67835,-73.97074,Entire home/apt,2,80,2.83,1,105,125
Brooklyn,Bedford-Stuyvesant,40.69164,-73.93431,Entire home/apt,3,3,0.29,1,105,80
Manhattan,Midtown,40.75939,-73.96177,Entire home/apt,30,0,0.0,1,303,650
Queens,Elmhurst,40.732240000000004,-73.87534000000001,Entire home/apt,2,37,3.58,1,0,229
Manhattan,Chelsea,40.74889,-73.99656,Private room,1,2,1.15,20,352,199
Queens,Ditmars Steinway,40.77626,-73.92461999999999,Private room,7,10,0.55,1,0,49
Manhattan,Upper West Side,40.774190000000004,-73.9872,Private room,2,1,0.08,1,0,86
Manhattan,Gramercy,40.73682,-73.98336,Entire home/apt,5,1,0.03,1,0,195
Manhattan,Hell's Kitchen,40.76678,-73.98336,Entire home/apt,30,0,0.0,121,352,239
Brooklyn,Flatbush,40.6533,-73.95534,Entire home/apt,2,1,0.08,1,0,65
Bronx,Concourse,40.83007,-73.92251,Private room,3,19,2.27,1,67,45
Manhattan,Upper East Side,40.77727,-73.94588,Entire home/apt,35,1,0.09,2,21,115
Manhattan,Upper East Side,40.769040000000004,-73.95435,Entire home/apt,1,0,0.0,1,0,1600
Manhattan,Morningside Heights,40.805620000000005,-73.95978000000001,Private room,7,1,0.02,1,0,200
Brooklyn,Brooklyn Heights,40.7007,-73.99257,Entire home/apt,5,15,0.31,1,0,150
Manhattan,Upper East Side,40.76644,-73.95803000000001,Entire home/apt,1,6,0.13,1,0,130
Brooklyn,Flatbush,40.64966,-73.96459,Private room,3,5,0.19,1,0,45
Queens,East Elmhurst,40.76299,-73.86976,Private room,1,22,4.26,4,349,65
Brooklyn,Williamsburg,40.71795,-73.95804,Private room,1,1,0.02,1,0,55
Brooklyn,Prospect-Lefferts Gardens,40.657579999999996,-73.95866,Private room,14,6,0.12,2,0,45
Manhattan,Inwood,40.86468,-73.92209,Private room,1,0,0.0,1,0,85
Manhattan,Little Italy,40.71966,-73.99591,Private room,2,5,0.26,1,0,325
Manhattan,Midtown,40.76461,-73.98263,Entire home/apt,3,66,2.61,1,9,145
Queens,Astoria,40.7591,-73.91525,Private room,4,87,2.61,2,57,75
Queens,Ditmars Steinway,40.776990000000005,-73.91354,Private room,1,0,0.0,3,177,95
Brooklyn,Bedford-Stuyvesant,40.68806,-73.95491,Entire home/apt,2,13,0.37,1,0,200
Manhattan,Upper East Side,40.779540000000004,-73.94788,Private room,3,9,1.03,1,18,89
Manhattan,Washington Heights,40.8558,-73.93025,Entire home/apt,5,15,0.29,1,30,100
Manhattan,Murray Hill,40.74733,-73.97865,Entire home/apt,30,0,0.0,49,329,197
Manhattan,Harlem,40.812259999999995,-73.94136999999999,Private room,5,5,0.6,1,184,45
Brooklyn,Bedford-Stuyvesant,40.68272,-73.92885,Entire home/apt,3,68,0.97,2,270,99
Manhattan,SoHo,40.7238,-74.00665,Private room,1,1,0.04,2,0,125
Brooklyn,Bedford-Stuyvesant,40.686240000000005,-73.95528,Private room,1,204,5.92,1,163,60
Bronx,Kingsbridge,40.86707,-73.90711999999999,Private room,5,3,0.12,2,364,55
Brooklyn,Williamsburg,40.71906,-73.96338,Entire home/apt,2,0,0.0,2,0,85
Brooklyn,Williamsburg,40.712959999999995,-73.93838000000001,Entire home/apt,2,1,0.05,1,0,120
Manhattan,Upper West Side,40.80237,-73.96601,Private room,7,1,0.03,1,87,110
Queens,Woodside,40.74296,-73.90328000000001,Private room,30,3,0.29,37,32,39
Brooklyn,Bedford-Stuyvesant,40.69433,-73.93262,Private room,5,2,0.06,1,342,45
Brooklyn,East New York,40.66529,-73.88325999999999,Entire home/apt,2,3,0.15,2,151,85
Manhattan,Tribeca,40.71478,-74.01161,Entire home/apt,3,4,0.55,1,328,280
Manhattan,West Village,40.73652,-74.00876,Entire home/apt,30,18,0.29,1,182,140
Manhattan,Upper West Side,40.78528,-73.98091,Entire home/apt,2,5,0.12,1,0,99
Bronx,Fordham,40.8637,-73.89236,Entire home/apt,1,22,6.8,1,339,107
Manhattan,Upper West Side,40.78966,-73.9776,Entire home/apt,25,1,0.47,1,170,107
Manhattan,Chinatown,40.71418,-73.99295,Private room,5,12,0.19,3,0,120
Queens,Long Island City,40.74511,-73.95293000000001,Entire home/apt,4,11,1.25,1,24,80
Manhattan,East Village,40.73125,-73.98344,Private room,2,292,3.9,2,231,109
Brooklyn,Bedford-Stuyvesant,40.6919,-73.93866,Entire home/apt,2,18,2.1,1,209,89
Bronx,Concourse,40.822759999999995,-73.92681999999999,Entire home/apt,2,79,3.88,1,283,114
Brooklyn,Williamsburg,40.70928,-73.94882,Private room,4,6,0.41,1,7,46
Brooklyn,Williamsburg,40.70901,-73.95291,Entire home/apt,2,1,0.02,1,0,120
Queens,Astoria,40.76583,-73.91086,Private room,1,108,2.23,4,0,59
Brooklyn,Greenpoint,40.73689,-73.95488,Entire home/apt,20,5,0.09,1,0,85
Brooklyn,Prospect Heights,40.675,-73.96406,Private room,2,46,1.19,1,0,88
Brooklyn,Clinton Hill,40.68697,-73.96063000000001,Private room,3,10,0.87,2,150,59
Brooklyn,Bedford-Stuyvesant,40.68163,-73.95558,Private room,7,15,0.7,2,71,37
Manhattan,East Village,40.72772,-73.97978,Private room,1,1,0.03,1,0,80
Manhattan,East Village,40.72191,-73.98124,Private room,2,9,0.66,1,0,80
Brooklyn,Greenpoint,40.72424,-73.95303,Entire home/apt,1,1,0.02,1,0,125
Brooklyn,Williamsburg,40.71304,-73.96252,Entire home/apt,5,0,0.0,1,0,140
Brooklyn,Crown Heights,40.675,-73.9422,Entire home/apt,3,7,0.77,1,0,65
Manhattan,Upper West Side,40.77731,-73.97954,Entire home/apt,30,1,1.0,6,334,583
Manhattan,Chelsea,40.74047,-73.99508,Entire home/apt,3,9,0.27,1,0,215
Manhattan,East Harlem,40.79433,-73.94414,Private room,2,0,0.0,1,103,70
Brooklyn,Flatlands,40.62677,-73.9326,Entire home/apt,2,17,0.49,1,0,175
Manhattan,Financial District,40.70476,-74.01579,Entire home/apt,2,0,0.0,1,0,165
Brooklyn,Bushwick,40.701,-73.9243,Entire home/apt,2,0,0.0,2,331,150
Brooklyn,Williamsburg,40.7163,-73.94394,Entire home/apt,2,22,0.59,1,3,178
Queens,Astoria,40.761070000000004,-73.91364,Private room,5,20,2.43,1,37,69
Brooklyn,Clinton Hill,40.69043,-73.96736,Private room,2,1,0.03,2,0,75
Queens,Woodhaven,40.694720000000004,-73.84855999999999,Private room,2,5,0.12,1,0,45
Queens,Forest Hills,40.72737,-73.85155999999999,Entire home/apt,27,0,0.0,1,0,50
Manhattan,Lower East Side,40.7204,-73.98371,Entire home/apt,30,5,1.76,5,193,180
Manhattan,Upper East Side,40.77112,-73.95405,Entire home/apt,2,16,3.72,1,233,175
Brooklyn,East Flatbush,40.63673,-73.94988000000001,Entire home/apt,2,2,2.0,1,161,399
Manhattan,Lower East Side,40.71864,-73.98496,Entire home/apt,1,2,0.04,1,0,190
Brooklyn,Flatbush,40.6424,-73.95365,Entire home/apt,2,49,4.04,6,191,165
Brooklyn,Bay Ridge,40.63015,-74.02305,Entire home/apt,6,1,0.94,1,0,90
Brooklyn,Flatbush,40.62961,-73.9572,Entire home/apt,1,219,2.91,1,237,130
Brooklyn,Williamsburg,40.7194,-73.96374,Private room,3,4,0.63,1,280,80
Manhattan,Upper East Side,40.782070000000004,-73.94717,Private room,3,21,0.9,1,61,72
Brooklyn,Clinton Hill,40.68432,-73.96025999999999,Entire home/apt,30,2,0.16,21,342,186
Brooklyn,Crown Heights,40.66939,-73.94839,Entire home/apt,2,55,0.91,1,306,220
Brooklyn,Williamsburg,40.70987,-73.95392,Private room,4,16,0.46,1,10,95
Brooklyn,South Slope,40.66238,-73.98742,Entire home/apt,2,9,1.03,5,152,179
Brooklyn,Park Slope,40.6777,-73.98106,Private room,2,0,0.0,1,0,75
Brooklyn,Williamsburg,40.715090000000004,-73.958,Entire home/apt,28,3,0.9,1,258,100
Manhattan,Hell's Kitchen,40.75391,-73.99709,Private room,7,9,0.75,47,337,62
Queens,Sunnyside,40.74046,-73.9251,Private room,1,25,2.23,9,336,60
Manhattan,Harlem,40.81922,-73.95671999999999,Entire home/apt,5,14,0.49,1,89,355
Brooklyn,Crown Heights,40.6696,-73.94253,Entire home/apt,11,1,0.05,1,0,400
Manhattan,East Harlem,40.8087,-73.93897,Private room,2,38,3.36,6,0,90
Brooklyn,Bedford-Stuyvesant,40.68558,-73.94230999999999,Private room,5,1,0.05,7,0,44
Manhattan,Upper East Side,40.775529999999996,-73.95343000000001,Entire home/apt,30,2,0.08,29,209,120
Manhattan,Midtown,40.75499,-73.97121,Private room,1,4,0.48,11,176,330
Manhattan,Chelsea,40.74122,-73.99963000000001,Entire home/apt,2,47,1.3,1,0,325
Manhattan,Kips Bay,40.73963,-73.98002,Entire home/apt,2,5,0.72,2,338,200
Brooklyn,Bedford-Stuyvesant,40.68225,-73.9188,Private room,2,47,3.12,1,134,60
Queens,Jamaica,40.67537,-73.77355,Private room,1,5,0.16,2,179,79
Brooklyn,Borough Park,40.64465,-73.99078,Private room,1,36,3.74,1,63,40
Manhattan,NoHo,40.72822,-73.99239,Entire home/apt,7,12,1.01,1,2,175
Manhattan,Hell's Kitchen,40.75974,-73.99016,Private room,1,69,6.22,12,232,110
Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219,Entire home/apt,3,305,3.24,1,231,110
Brooklyn,South Slope,40.664590000000004,-73.9905,Entire home/apt,4,1,0.03,1,0,130
Manhattan,Harlem,40.81919,-73.94554000000001,Private room,1,105,5.33,4,84,89
Brooklyn,Clinton Hill,40.69075,-73.9677,Private room,1,52,2.48,11,365,319
Brooklyn,Prospect-Lefferts Gardens,40.66097,-73.95615,Entire home/apt,2,5,0.49,1,21,525
Manhattan,Harlem,40.816959999999995,-73.94164,Private room,3,69,1.7,1,3,80
Bronx,Norwood,40.875040000000006,-73.88476,Private room,3,0,0.0,1,83,200
Manhattan,Chelsea,40.74348,-73.9998,Entire home/apt,1,60,0.78,1,260,200
Manhattan,Upper West Side,40.78663,-73.97844,Private room,1,14,0.55,1,24,100
Manhattan,Upper West Side,40.79753,-73.96211,Entire home/apt,1,88,2.13,1,329,250
Manhattan,Lower East Side,40.72195,-73.98698,Entire home/apt,2,15,0.48,1,17,214
Queens,Flushing,40.75558,-73.81019,Entire home/apt,6,30,1.34,7,174,298
Manhattan,Upper East Side,40.76015,-73.96226999999999,Entire home/apt,2,4,0.53,11,354,140
Manhattan,East Village,40.73063,-73.98321999999999,Entire home/apt,1,5,1.47,4,20,180
Manhattan,SoHo,40.723290000000006,-73.9981,Entire home/apt,3,1,0.02,1,0,400
Manhattan,Harlem,40.80805,-73.9456,Entire home/apt,3,0,0.0,1,0,163
Manhattan,Hell's Kitchen,40.76335,-73.98737,Private room,2,41,4.17,1,67,150
Brooklyn,Williamsburg,40.71353,-73.9578,Entire home/apt,3,9,0.4,3,11,175
Brooklyn,Bushwick,40.70111,-73.92935,Private room,1,1,0.02,1,0,65
Queens,Woodhaven,40.69158,-73.86578,Private room,1,6,6.0,8,273,50
Brooklyn,Bedford-Stuyvesant,40.69361,-73.93848,Private room,2,24,0.41,5,339,89
Manhattan,Midtown,40.76146,-73.96649000000001,Private room,3,67,1.64,1,265,195
Manhattan,Hell's Kitchen,40.76518,-73.98746,Entire home/apt,1,208,3.22,1,261,109
Brooklyn,Canarsie,40.637840000000004,-73.89406,Private room,3,0,0.0,5,361,98
Brooklyn,Bedford-Stuyvesant,40.683609999999994,-73.93883000000001,Private room,3,6,0.27,1,0,76
Brooklyn,Sheepshead Bay,40.596579999999996,-73.95944,Shared room,7,6,0.7,10,311,50
Manhattan,Upper East Side,40.7817,-73.94613000000001,Private room,3,3,0.09,1,0,85
Queens,Astoria,40.76623,-73.90911,Entire home/apt,2,154,4.38,1,283,99
Bronx,Clason Point,40.80652,-73.85311999999999,Entire home/apt,3,1,0.09,1,0,350
Brooklyn,Williamsburg,40.71172,-73.94143000000001,Private room,3,8,0.32,3,179,105
Brooklyn,Cypress Hills,40.67804,-73.86761,Private room,2,1,1.0,2,348,48
Queens,Long Island City,40.743179999999995,-73.95108,Entire home/apt,2,30,0.42,1,278,145
Manhattan,Hell's Kitchen,40.76582,-73.98409000000001,Entire home/apt,3,38,3.33,1,9,195
Manhattan,Hell's Kitchen,40.7551,-73.99674,Private room,7,3,0.52,47,324,62
